#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
pfam21_Q2ZA43_Q2ZA43_9GAMM	6	1	0
pfam21_Q2ZAS9_Q2ZAS9_9GAMM	3	1	0
pfam21_Q2ZAU1_Q2ZAU1_9GAMM	2	0	0
pfam21_Q2ZAX7_Q2ZAX7_9GAMM	2	0	0
pfam21_Q2ZB10_Q2ZB10_9GAMM	2	0	0
pfam21_Q2ZB14_Q2ZB14_9GAMM	2	0	0
pfam21_Q2ZB20_Q2ZB20_9GAMM	2	0	0
pfam21_Q2ZB32_Q2ZB32_9GAMM	2	0	0
pfam21_Q2ZB34_Q2ZB34_9GAMM	3	0	0
pfam21_Q2ZB36_Q2ZB36_9GAMM	2	0	0
pfam21_Q2ZB39_Q2ZB39_9GAMM	3	0	0
pfam21_Q2ZB52_Q2ZB52_9GAMM	2	1	0
pfam21_Q2ZB71_Q2ZB71_9GAMM	2	0	0
pfam21_Q2ZB94_Q2ZB94_9GAMM	2	1	0
pfam21_Q2ZBC0_Q2ZBC0_9GAMM	2	1	0
pfam21_Q2ZBC6_Q2ZBC6_9GAMM	2	0	0
pfam21_Q2ZBE5_Q2ZBE5_9GAMM	3	0	0
pfam21_Q2ZBG7_Q2ZBG7_9GAMM	2	0	0
pfam21_Q2ZBL6_Q2ZBL6_9GAMM	2	0	0
pfam21_Q2ZBS9_Q2ZBS9_9GAMM	2	0	0
pfam21_Q2ZCB2_Q2ZCB2_9GAMM	2	0	0
pfam21_Q2ZCC0_Q2ZCC0_9GAMM	3	1	2
pfam21_Q2ZCK2_Q2ZCK2_9GAMM	2	0	0
pfam21_Q2ZCN9_Q2ZCN9_9GAMM	2	0	0
pfam21_Q2ZCQ0_Q2ZCQ0_9GAMM	5	0	0
pfam21_Q2ZCQ7_Q2ZCQ7_9GAMM	2	0	0
pfam21_Q2ZCU4_Q2ZCU4_9GAMM	2	0	0
pfam21_Q2ZCV9_Q2ZCV9_9GAMM	2	0	0
pfam21_Q2ZCX9_Q2ZCX9_9GAMM	2	0	0
pfam21_Q2ZD10_Q2ZD10_9GAMM	2	1	0
pfam21_Q2ZD35_Q2ZD35_9GAMM	3	0	0
pfam21_Q2ZD66_Q2ZD66_9GAMM	2	0	0
pfam21_Q2ZD94_Q2ZD94_9GAMM	2	1	0
pfam21_Q2ZDF5_Q2ZDF5_9GAMM	2	0	0
pfam21_Q2ZDH1_Q2ZDH1_9GAMM	2	0	0
pfam21_Q2ZDH4_Q2ZDH4_9GAMM	2	1	0
pfam21_Q2ZDK2_Q2ZDK2_9GAMM	3	1	0
pfam21_Q2ZDL6_Q2ZDL6_CALSA	2	0	0
pfam21_Q2ZDU4_Q2ZDU4_CALSA	2	0	0
pfam21_Q2ZDX8_Q2ZDX8_CALSA	2	0	0
pfam21_Q2ZDZ2_Q2ZDZ2_CALSA	2	0	0
pfam21_Q2ZE88_Q2ZE88_CALSA	7	1	0
pfam21_Q2ZEG2_Q2ZEG2_CALSA	3	0	0
pfam21_Q2ZEM8_Q2ZEM8_CALSA	2	0	0
pfam21_Q2ZER6_Q2ZER6_CALSA	2	0	0
pfam21_Q2ZF09_Q2ZF09_CALSA	2	0	0
pfam21_Q2ZF25_Q2ZF25_CALSA	2	0	0
pfam21_Q2ZF33_Q2ZF33_CALSA	2	1	0
pfam21_Q2ZF54_Q2ZF54_CALSA	2	0	0
pfam21_Q2ZF55_Q2ZF55_CALSA	2	0	0
pfam21_Q2ZF75_Q2ZF75_CALSA	2	0	0
pfam21_Q2ZFA0_Q2ZFA0_CALSA	3	0	0
pfam21_Q2ZFB7_Q2ZFB7_CALSA	3	1	0
pfam21_Q2ZFC7_Q2ZFC7_CALSA	2	0	0
pfam21_Q2ZFD3_Q2ZFD3_CALSA	2	0	0
pfam21_Q2ZFF8_Q2ZFF8_CALSA	3	1	0
pfam21_Q2ZFN9_Q2ZFN9_CALSA	2	0	0
pfam21_Q2ZFT1_Q2ZFT1_CALSA	7	1	0
pfam21_Q2ZFU0_Q2ZFU0_CALSA	3	0	0
pfam21_Q2ZFV0_Q2ZFV0_CALSA	3	0	0
pfam21_Q2ZFX1_Q2ZFX1_CALSA	2	0	0
pfam21_Q2ZFZ5_Q2ZFZ5_CALSA	2	0	0
pfam21_Q2ZG25_Q2ZG25_CALSA	2	0	0
pfam21_Q2ZG59_Q2ZG59_CALSA	2	0	0
pfam21_Q2ZG60_Q2ZG60_CALSA	2	0	0
pfam21_Q2ZG61_Q2ZG61_CALSA	2	0	0
pfam21_Q2ZG64_Q2ZG64_CALSA	2	0	0
pfam21_Q2ZGA0_Q2ZGA0_CALSA	3	0	0
pfam21_Q2ZGC5_Q2ZGC5_CALSA	3	0	0
pfam21_Q2ZGC9_Q2ZGC9_CALSA	2	0	0
pfam21_Q2ZGF0_Q2ZGF0_CALSA	2	1	0
pfam21_Q2ZGM0_Q2ZGM0_CALSA	3	0	0
pfam21_Q2ZGM3_Q2ZGM3_CALSA	2	0	0
pfam21_Q2ZH02_Q2ZH02_CALSA	2	1	0
pfam21_Q2ZH09_Q2ZH09_CALSA	4	1	0
pfam21_Q2ZH11_Q2ZH11_CALSA	3	1	0
pfam21_Q2ZH29_Q2ZH29_CALSA	3	0	0
pfam21_Q2ZH56_Q2ZH56_CALSA	4	1	0
pfam21_Q2ZH59_Q2ZH59_CALSA	5	1	0
pfam21_Q2ZH62_Q2ZH62_CALSA	3	0	0
pfam21_Q2ZHB1_Q2ZHB1_CALSA	3	0	0
pfam21_Q2ZHD3_Q2ZHD3_CALSA	2	0	0
pfam21_Q2ZHQ5_Q2ZHQ5_CALSA	2	0	0
pfam21_Q2ZHQ7_Q2ZHQ7_CALSA	2	0	0
pfam21_Q2ZHR8_Q2ZHR8_CALSA	2	1	0
pfam21_Q2ZHT8_Q2ZHT8_CALSA	2	0	0
pfam21_Q2ZHW9_Q2ZHW9_CALSA	2	1	0
pfam21_Q2ZHY6_Q2ZHY6_CALSA	2	0	0
pfam21_Q2ZI72_Q2ZI72_CALSA	3	1	0
pfam21_Q2ZI94_Q2ZI94_CALSA	4	0	0
pfam21_Q2ZIJ6_Q2ZIJ6_CALSA	2	0	0
pfam21_Q2ZIL2_Q2ZIL2_CALSA	2	0	0
pfam21_Q2ZIQ6_Q2ZIQ6_CALSA	2	0	0
pfam21_Q2ZIQ8_Q2ZIQ8_CALSA	2	0	0
pfam21_Q2ZIT2_Q2ZIT2_CALSA	2	0	0
pfam21_Q2ZIV9_Q2ZIV9_CALSA	2	0	0
pfam21_Q2ZIW6_Q2ZIW6_CALSA	2	0	0
pfam21_Q2ZIW9_Q2ZIW9_CALSA	2	0	0
pfam21_Q2ZIZ4_Q2ZIZ4_CALSA	3	0	0
pfam21_Q2ZIZ7_Q2ZIZ7_CALSA	3	0	0
pfam21_Q2ZJ38_Q2ZJ38_CALSA	5	1	0
pfam21_Q2ZJ48_Q2ZJ48_CALSA	2	0	0
pfam21_Q2ZJE7_Q2ZJE7_CALSA	2	0	0
pfam21_Q2ZJE9_Q2ZJE9_CALSA	3	1	0
pfam21_Q2ZJH1_Q2ZJH1_CALSA	2	0	0
pfam21_Q2ZJK6_Q2ZJK6_CALSA	2	0	0
pfam21_Q2ZJQ9_Q2ZJQ9_CALSA	2	0	0
pfam21_Q2ZJU1_Q2ZJU1_CALSA	2	0	0
pfam21_Q2ZJW8_Q2ZJW8_CALSA	2	0	0
pfam21_Q2ZK16_Q2ZK16_CALSA	3	0	0
pfam21_Q2ZK65_Q2ZK65_CALSA	2	0	0
pfam21_Q2ZK83_Q2ZK83_CALSA	2	0	0
pfam21_Q2ZK96_Q2ZK96_CALSA	6	1	0
pfam21_Q2ZKI4_Q2ZKI4_CALSA	2	0	0
pfam21_Q2ZKL3_Q2ZKL3_CALSA	4	1	0
pfam21_Q2ZKT4_Q2ZKT4_CALSA	7	1	0
pfam21_Q2ZKU8_Q2ZKU8_CALSA	2	1	1
pfam21_Q2ZKX2_Q2ZKX2_CALSA	2	0	0
pfam21_Q2ZKY7_Q2ZKY7_CALSA	2	1	0
pfam21_Q2ZL19_Q2ZL19_SHEPU	2	0	0
pfam21_Q2ZL35_Q2ZL35_SHEPU	2	0	0
pfam21_Q2ZL42_Q2ZL42_SHEPU	2	0	0
pfam21_Q2ZL71_Q2ZL71_SHEPU	2	0	0
pfam21_Q2ZLF5_Q2ZLF5_SHEPU	3	0	0
pfam21_Q2ZLF8_Q2ZLF8_SHEPU	7	1	0
pfam21_Q2ZLH8_Q2ZLH8_SHEPU	2	0	0
pfam21_Q2ZLJ0_Q2ZLJ0_SHEPU	2	0	0
pfam21_Q2ZLK2_Q2ZLK2_SHEPU	4	0	0
pfam21_Q2ZLM0_Q2ZLM0_SHEPU	3	0	0
pfam21_Q2ZLM1_Q2ZLM1_SHEPU	2	1	0
pfam21_Q2ZLM7_Q2ZLM7_SHEPU	2	0	0
pfam21_Q2ZLP2_Q2ZLP2_SHEPU	2	0	0
pfam21_Q2ZLS0_Q2ZLS0_SHEPU	2	0	0
pfam21_Q2ZLS6_Q2ZLS6_SHEPU	5	0	0
pfam21_Q2ZLX6_Q2ZLX6_SHEPU	2	0	0
pfam21_Q2ZM37_Q2ZM37_SHEPU	2	1	0
pfam21_Q2ZM44_Q2ZM44_SHEPU	2	0	0
pfam21_Q2ZM54_Q2ZM54_SHEPU	2	0	0
pfam21_Q2ZM59_Q2ZM59_SHEPU	2	0	0
pfam21_Q2ZM68_Q2ZM68_SHEPU	2	0	0
pfam21_Q2ZMA0_Q2ZMA0_SHEPU	4	0	0
pfam21_Q2ZMA4_Q2ZMA4_SHEPU	2	0	0
pfam21_Q2ZMG1_Q2ZMG1_SHEPU	2	0	0
pfam21_Q2ZMI0_Q2ZMI0_SHEPU	2	0	0
pfam21_Q2ZMR3_Q2ZMR3_SHEPU	2	0	0
pfam21_Q2ZMR9_Q2ZMR9_SHEPU	2	0	0
pfam21_Q2ZMU4_Q2ZMU4_SHEPU	2	0	0
pfam21_Q2ZMY5_Q2ZMY5_SHEPU	2	0	0
pfam21_Q2ZMY7_Q2ZMY7_SHEPU	2	0	0
pfam21_Q2ZMZ0_Q2ZMZ0_SHEPU	2	0	0
pfam21_Q2ZMZ1_Q2ZMZ1_SHEPU	2	0	0
pfam21_Q2ZN29_Q2ZN29_SHEPU	2	0	0
pfam21_Q2ZN55_Q2ZN55_SHEPU	2	0	0
pfam21_Q2ZN75_Q2ZN75_SHEPU	2	0	0
pfam21_Q2ZN89_Q2ZN89_SHEPU	4	0	0
pfam21_Q2ZNF2_Q2ZNF2_SHEPU	2	0	0
pfam21_Q2ZNP5_Q2ZNP5_SHEPU	2	0	0
pfam21_Q2ZNT5_Q2ZNT5_SHEPU	4	1	0
pfam21_Q2ZNV7_Q2ZNV7_SHEPU	6	1	0
pfam21_Q2ZNW4_Q2ZNW4_SHEPU	3	0	0
pfam21_Q2ZNW5_Q2ZNW5_SHEPU	2	0	0
pfam21_Q2ZNX2_Q2ZNX2_SHEPU	2	0	0
pfam21_Q2ZP54_Q2ZP54_SHEPU	2	0	0
pfam21_Q2ZP57_Q2ZP57_SHEPU	2	1	1
pfam21_Q2ZPU4_Q2ZPU4_SHEPU	3	0	0
pfam21_Q2ZQ27_Q2ZQ27_SHEPU	2	0	0
pfam21_Q2ZQ65_Q2ZQ65_SHEPU	2	0	0
pfam21_Q2ZQ83_Q2ZQ83_SHEPU	2	0	0
pfam21_Q2ZQ88_Q2ZQ88_SHEPU	2	0	0
pfam21_Q2ZQA9_Q2ZQA9_SHEPU	2	0	0
pfam21_Q2ZQB8_Q2ZQB8_SHEPU	2	0	0
pfam21_Q2ZQC0_Q2ZQC0_SHEPU	2	0	0
pfam21_Q2ZQD4_Q2ZQD4_SHEPU	2	0	0
pfam21_Q2ZQD6_Q2ZQD6_SHEPU	2	0	0
pfam21_Q2ZQF4_Q2ZQF4_SHEPU	2	0	0
pfam21_Q2ZQF5_Q2ZQF5_SHEPU	2	0	0
pfam21_Q2ZQL1_Q2ZQL1_SHEPU	3	1	0
pfam21_Q2ZQL3_Q2ZQL3_SHEPU	2	0	0
pfam21_Q2ZQS9_Q2ZQS9_SHEPU	2	0	0
pfam21_Q2ZQT6_Q2ZQT6_SHEPU	2	1	0
pfam21_Q2ZQW0_Q2ZQW0_SHEPU	2	0	0
pfam21_Q2ZQY0_Q2ZQY0_SHEPU	3	0	0
pfam21_Q2ZQY2_Q2ZQY2_SHEPU	4	0	0
pfam21_Q2ZQZ5_Q2ZQZ5_SHEPU	2	0	0
pfam21_Q2ZR32_Q2ZR32_SHEPU	2	0	0
pfam21_Q2ZR36_Q2ZR36_SHEPU	2	0	0
pfam21_Q2ZR41_Q2ZR41_SHEPU	2	0	0
pfam21_Q2ZR50_Q2ZR50_SHEPU	5	0	0
pfam21_Q2ZRA0_Q2ZRA0_SHEPU	2	1	0
pfam21_Q2ZRA3_Q2ZRA3_SHEPU	2	1	0
pfam21_Q2ZRH4_Q2ZRH4_SHEPU	5	1	0
pfam21_Q2ZRI3_Q2ZRI3_SHEPU	2	0	0
pfam21_Q2ZRJ6_Q2ZRJ6_SHEPU	2	0	0
pfam21_Q2ZRN2_Q2ZRN2_SHEPU	2	0	0
pfam21_Q2ZRP6_Q2ZRP6_SHEPU	2	0	0
pfam21_Q2ZS62_Q2ZS62_SHEPU	3	0	0
pfam21_Q2ZS87_Q2ZS87_SHEPU	2	0	0
pfam21_Q2ZS90_Q2ZS90_SHEPU	2	1	0
pfam21_Q2ZSA6_Q2ZSA6_SHEPU	2	1	0
pfam21_Q2ZSC5_Q2ZSC5_SHEPU	3	0	0
pfam21_Q2ZSD6_Q2ZSD6_SHEPU	2	0	0
pfam21_Q2ZSE6_Q2ZSE6_SHEPU	2	0	0
pfam21_Q2ZSF6_Q2ZSF6_SHEPU	2	0	0
pfam21_Q2ZSF7_Q2ZSF7_SHEPU	3	0	0
pfam21_Q2ZSG0_Q2ZSG0_SHEPU	2	0	0
pfam21_Q2ZSG3_Q2ZSG3_SHEPU	3	0	0
pfam21_Q2ZSH7_Q2ZSH7_SHEPU	2	0	0
pfam21_Q2ZSJ5_Q2ZSJ5_SHEPU	2	1	0
pfam21_Q2ZSM7_Q2ZSM7_SHEPU	2	1	0
pfam21_Q2ZSP8_Q2ZSP8_SHEPU	2	0	0
pfam21_Q2ZSX5_Q2ZSX5_SHEPU	2	0	0
pfam21_Q2ZT42_Q2ZT42_SHEPU	3	0	0
pfam21_Q2ZT54_Q2ZT54_SHEPU	2	0	0
pfam21_Q2ZT61_Q2ZT61_SHEPU	2	0	0
pfam21_Q2ZTA1_Q2ZTA1_SHEPU	2	0	0
pfam21_Q2ZTA2_Q2ZTA2_SHEPU	2	0	0
pfam21_Q2ZTB7_Q2ZTB7_SHEPU	2	1	0
pfam21_Q2ZTC0_Q2ZTC0_SHEPU	2	0	0
pfam21_Q2ZTD6_Q2ZTD6_SHEPU	2	0	0
pfam21_Q2ZTD7_Q2ZTD7_SHEPU	2	0	0
pfam21_Q2ZTG3_Q2ZTG3_SHEPU	2	0	0
pfam21_Q2ZTY8_Q2ZTY8_SHEPU	3	0	0
pfam21_Q2ZTZ0_Q2ZTZ0_SHEPU	2	0	0
pfam21_Q2ZU08_Q2ZU08_SHEPU	3	0	0
pfam21_Q2ZU11_Q2ZU11_SHEPU	2	0	0
pfam21_Q2ZU70_Q2ZU70_SHEPU	5	1	0
pfam21_Q2ZU74_Q2ZU74_SHEPU	3	0	0
pfam21_Q2ZU75_Q2ZU75_SHEPU	2	0	0
pfam21_Q2ZU78_Q2ZU78_SHEPU	2	0	0
pfam21_Q2ZUN2_Q2ZUN2_SHEPU	2	1	0
pfam21_Q2ZUT6_Q2ZUT6_SHEPU	3	0	0
pfam21_Q2ZUW7_Q2ZUW7_SHEPU	2	0	0
pfam21_Q2ZV03_Q2ZV03_SHEPU	2	0	0
pfam21_Q2ZV25_Q2ZV25_SHEPU	2	0	0
pfam21_Q2ZV29_Q2ZV29_SHEPU	2	0	0
pfam21_Q2ZVF7_Q2ZVF7_SHEPU	2	0	0
pfam21_Q2ZVI8_Q2ZVI8_SHEPU	2	0	0
pfam21_Q2ZVL0_Q2ZVL0_SHEPU	2	1	0
pfam21_Q2ZVL7_Q2ZVL7_SHEPU	2	0	0
pfam21_Q2ZVM4_Q2ZVM4_SHEPU	2	0	0
pfam21_Q2ZVT7_Q2ZVT7_SHEPU	2	0	0
pfam21_Q2ZVX2_Q2ZVX2_SHEPU	2	0	0
pfam21_Q2ZW03_Q2ZW03_SHEPU	2	1	0
pfam21_Q2ZW11_Q2ZW11_SHEPU	3	0	0
pfam21_Q2ZW16_Q2ZW16_SHEPU	2	0	0
pfam21_Q2ZW38_Q2ZW38_SHEPU	3	0	0
pfam21_Q2ZW77_Q2ZW77_SHEPU	4	0	0
pfam21_Q2ZW78_Q2ZW78_SHEPU	2	0	0
pfam21_Q2ZW94_Q2ZW94_SHEPU	2	0	0
pfam21_Q2ZWD7_Q2ZWD7_SHEPU	2	0	0
pfam21_Q2ZWE8_Q2ZWE8_SHEPU	5	0	0
pfam21_Q2ZWF5_Q2ZWF5_SHEPU	2	0	0
pfam21_Q2ZWJ1_Q2ZWJ1_SHEPU	2	0	0
pfam21_Q2ZWQ1_Q2ZWQ1_SHEPU	3	0	0
pfam21_Q2ZWT7_Q2ZWT7_SHEPU	2	0	0
pfam21_Q2ZWZ0_Q2ZWZ0_SHEPU	2	0	0
pfam21_Q2ZX84_Q2ZX84_SHEPU	2	0	0
pfam21_Q2ZXD7_Q2ZXD7_SHEPU	4	1	0
pfam21_Q2ZXR0_Q2ZXR0_STRSU	2	0	0
pfam21_Q2ZXU7_Q2ZXU7_STRSU	2	0	0
pfam21_Q2ZY02_Q2ZY02_STRSU	2	0	0
pfam21_Q2ZY33_Q2ZY33_STRSU	2	1	1
pfam21_Q2ZY37_Q2ZY37_STRSU	2	1	0
pfam21_Q2ZY47_Q2ZY47_STRSU	2	0	0
pfam21_Q2ZYF4_Q2ZYF4_STRSU	4	1	0
pfam21_Q2ZYG9_Q2ZYG9_STRSU	2	1	0
pfam21_Q2ZYH7_Q2ZYH7_STRSU	2	0	0
pfam21_Q2ZYI0_Q2ZYI0_STRSU	2	0	0
pfam21_Q2ZYK5_Q2ZYK5_STRSU	2	0	0
pfam21_Q2ZYM4_Q2ZYM4_STRSU	2	0	0
pfam21_Q2ZYW6_Q2ZYW6_STRSU	2	1	0
pfam21_Q2ZYW9_Q2ZYW9_STRSU	3	0	0
pfam21_Q2ZZ51_Q2ZZ51_STRSU	2	0	0
pfam21_Q2ZZ82_Q2ZZ82_STRSU	2	0	0
pfam21_Q2ZZ97_Q2ZZ97_STRSU	2	0	0
pfam21_Q2ZZB7_Q2ZZB7_STRSU	2	0	0
pfam21_Q2ZZI8_Q2ZZI8_STRSU	2	1	0
pfam21_Q2ZZM5_Q2ZZM5_STRSU	2	0	0
pfam21_Q2ZZQ4_Q2ZZQ4_STRSU	2	0	0
pfam21_Q2ZZZ2_Q2ZZZ2_STRSU	4	1	0
pfam21_Q300B2_Q300B2_STRSU	2	0	0
pfam21_Q300E6_Q300E6_STRSU	2	0	0
pfam21_Q300G0_Q300G0_STRSU	2	0	0
pfam21_Q300M4_Q300M4_STRSU	2	0	0
pfam21_Q300P1_Q300P1_STRSU	3	0	0
pfam21_Q300P3_Q300P3_STRSU	2	0	0
pfam21_Q300P7_Q300P7_STRSU	3	0	0
pfam21_Q300Y2_Q300Y2_STRSU	2	0	0
pfam21_Q301B8_Q301B8_STRSU	5	1	0
pfam21_Q301G5_Q301G5_STRSU	3	0	0
pfam21_Q301H8_Q301H8_STRSU	2	0	0
pfam21_Q301I0_Q301I0_STRSU	2	0	0
pfam21_Q301J6_Q301J6_STRSU	2	0	0
pfam21_Q301K0_Q301K0_STRSU	2	0	0
pfam21_Q301K3_Q301K3_STRSU	5	0	0
pfam21_Q301Q3_Q301Q3_STRSU	2	0	0
pfam21_Q301Q6_Q301Q6_STRSU	2	0	0
pfam21_Q301Q9_Q301Q9_STRSU	4	0	0
pfam21_Q301S9_Q301S9_STRSU	3	0	0
pfam21_Q301U0_Q301U0_STRSU	5	1	0
pfam21_Q301U5_Q301U5_STRSU	6	1	0
pfam21_Q301X5_Q301X5_STRSU	2	0	0
pfam21_Q301Y0_Q301Y0_STRSU	3	0	0
pfam21_Q301Z2_Q301Z2_STRSU	2	0	0
pfam21_Q302C2_Q302C2_STRSU	2	0	0
pfam21_Q302E7_Q302E7_STRSU	2	0	0
pfam21_Q302R1_Q302R1_STRSU	2	0	0
pfam21_Q302Z7_Q302Z7_STRSU	2	0	0
pfam21_Q303A1_Q303A1_STRSU	3	0	0
pfam21_Q303G8_Q303G8_STRSU	2	0	0
pfam21_Q303J5_Q303J5_STRSU	3	0	0
pfam21_Q303J8_Q303J8_STRSU	2	0	0
pfam21_Q303N0_Q303N0_STRSU	3	0	0
pfam21_Q303S6_Q303S6_STRSU	2	1	0
pfam21_Q303T2_Q303T2_STRSU	7	1	0
up_Q2YIU9_ALR_BRUA2	2	0	0
up_Q2YJ06_Q2YJ06_BRUA2	2	0	0
up_Q2YKK1_Q2YKK1_BRUA2	3	1	0
up_Q2YKM3_Q2YKM3_BRUA2	3	0	0
up_Q2YLM3_PROB_BRUA2	2	0	0
up_Q2YMF7_Q2YMF7_BRUA2	2	0	0
up_Q2YMS7_Q2YMS7_BRUA2	2	1	2
up_Q2YMX6_DEGP_BRUA2	3	1	0
up_Q2YNS2_Q2YNS2_BRUA2	2	1	0
up_Q31SY1_Q31SY1_SHIBS	3	0	0
up_Q31SY3_Q31SY3_SHIBS	2	1	0
up_Q31T66_Q31T66_SHIBS	2	0	0
up_Q31TP0_Q31TP0_SHIBS	2	0	0
up_Q31TW1_ALR_SHIBS	2	0	0
up_Q31TX2_Q31TX2_SHIBS	2	0	0
up_Q31TY4_Q31TY4_SHIBS	5	0	0
up_Q31U09_RPOC_SHIBS	5	0	0
up_Q31U30_Q31U30_SHIBS	2	0	0
up_Q31U37_Q31U37_SHIBS	2	0	0
up_Q31U40_Q31U40_SHIBS	4	0	0
up_Q31U45_KATG_SHIBS	2	1	0
up_Q31U47_Q31U47_SHIBS	3	0	0
up_Q31UC5_Q31UC5_SHIBS	2	0	0
up_Q31UD1_Q31UD1_SHIBS	4	0	0
up_Q31UF9_METE_SHIBS	2	1	0
up_Q31UH7_XERC_SHIBS	2	0	0
up_Q31UI3_Q31UI3_SHIBS	2	0	0
up_Q31UL0_ILVC_SHIBS	2	0	0
up_Q31UR0_Q31UR0_SHIBS	3	0	0
up_Q31UY7_Q31UY7_SHIBS	2	0	0
up_Q31V81_Q31V81_SHIBS	2	0	0
up_Q31VG2_Q31VG2_SHIBS	2	0	0
up_Q31VJ0_Q31VJ0_SHIBS	2	0	0
up_Q31VJ4_GLGA_SHIBS	2	1	0
up_Q31VS3_Q31VS3_SHIBS	4	0	0
up_Q31VU0_KEFB_SHIBS	2	0	0
up_Q31W41_Q31W41_SHIBS	3	0	0
up_Q31W60_OBG_SHIBS	2	0	0
up_Q31WD7_Q31WD7_SHIBS	2	0	0
up_Q31WF2_SYK_SHIBS	2	0	0
up_Q31WG9_Q31WG9_SHIBS	2	0	0
up_Q31WR7_Q31WR7_SHIBS	2	0	0
up_Q31WW2_Q31WW2_SHIBS	3	0	0
up_Q31WY1_Q31WY1_SHIBS	2	0	0
up_Q31WZ7_Q31WZ7_SHIBS	2	1	0
up_Q31X09_Q31X09_SHIBS	3	1	0
up_Q31X45_Q31X45_SHIBS	3	0	0
up_Q31XD5_Q31XD5_SHIBS	3	0	0
up_Q31XF8_Q31XF8_SHIBS	4	0	0
up_Q31XL0_PYRG_SHIBS	2	1	1
up_Q31XL1_ENO_SHIBS	2	0	0
up_Q31XV2_HCAE_SHIBS	2	0	0
up_Q31XX0_Q31XX0_SHIBS	2	0	0
up_Q31Y27_Q31Y27_SHIBS	3	0	0
up_Q31Y63_Q31Y63_SHIBS	3	0	0
up_Q31Y68_DNLJ_SHIBS	5	0	0
up_Q31Y86_Q31Y86_SHIBS	2	0	0
up_Q31Y88_Q31Y88_SHIBS	5	0	0
up_Q31YD5_Q31YD5_SHIBS	2	1	0
up_Q31YD9_Q31YD9_SHIBS	2	1	1
up_Q31YE6_Q31YE6_SHIBS	2	0	0
up_Q31YG3_Q31YG3_SHIBS	2	0	0
up_Q31YR7_SYN_SHIBS	2	0	0
up_Q31YT6_MSBA_SHIBS	2	0	0
up_Q31YU8_Q31YU8_SHIBS	2	0	0
up_Q31YW7_Q31YW7_SHIBS	2	0	0
up_Q31YY1_Q31YY1_SHIBS	2	0	0
up_Q31Z64_Q31Z64_SHIBS	7	1	0
up_Q31Z68_Q31Z68_SHIBS	3	0	0
up_Q31ZF0_Q31ZF0_SHIBS	2	1	0
up_Q31ZF7_Q31ZF7_SHIBS	2	0	0
up_Q31ZH1_Q31ZH1_SHIBS	4	0	0
up_Q31ZI5_Q31ZI5_SHIBS	2	0	0
up_Q31ZK7_Q31ZK7_SHIBS	2	0	0
up_Q31ZV6_Q31ZV6_SHIBS	3	0	0
up_Q31ZV7_Q31ZV7_SHIBS	2	0	0
up_Q31ZW7_Q31ZW7_SHIBS	6	1	0
up_Q320G5_Q320G5_SHIBS	5	1	0
up_Q320W8_Q320W8_SHIBS	2	0	0
pfam21_Q320Z4_SYY_SHIBS	2	0	0
up_Q321D0_Q321D0_SHIBS	2	0	0
up_Q321E6_Q321E6_SHIBS	2	0	0
up_Q321F8_Q321F8_SHIBS	3	0	0
up_Q321Q7_Q321Q7_SHIBS	2	0	0
up_Q321V8_Q321V8_SHIBS	2	0	0
up_Q322G3_Q322G3_SHIBS	2	0	0
up_Q322U1_Q322U1_SHIBS	2	0	0
up_Q323X1_Q323X1_SHIBS	2	0	0
up_Q324C1_Q324C1_SHIBS	2	0	0
up_Q324G1_Q324G1_SHIBS	2	1	0
up_Q324I5_Q324I5_SHIBS	3	0	0
up_Q324I6_Q324I6_SHIBS	2	1	0
up_Q324K2_Q324K2_SHIBS	2	0	0
up_Q324M4_SYQ_SHIBS	2	0	0
up_Q324N0_Q324N0_SHIBS	2	0	0
up_Q324U8_Q324U8_SHIBS	2	0	0
up_Q324V7_Q324V7_SHIBS	4	0	0
up_Q324W0_Q324W0_SHIBS	2	0	0
up_Q325F3_Q325F3_SHIBS	2	0	0
up_Q325G2_Q325G2_SHIBS	3	0	0
up_Q325I7_Q325I7_SHIBS	2	0	0
up_Q325L7_Q325L7_SHIBS	2	0	0
up_Q325P4_PROB_SHIBS	2	0	0
up_Q325X0_EFTS_SHIBS	2	0	0
up_Q325X8_Q325X8_SHIBS	3	1	0
up_Q325Y6_Q325Y6_SHIBS	2	1	0
up_Q326C1_Q326C1_SHIBS	4	1	0
up_Q326E3_Q326E3_SHIBS	2	0	0
up_Q326E4_MURC_SHIBS	3	0	0
up_Q326F0_Q326F0_SHIBS	3	0	0
up_Q326F1_Q326F1_SHIBS	2	0	0
up_Q326G1_LEU1_SHIBS	2	0	0
up_Q326H5_Q326H5_SHIBS	2	0	0
up_Q326M0_Q326M0_SHIBS	5	1	0
up_Q327W0_ALR_SHIDS	2	0	0
up_Q328N9_Q328N9_SHIDS	5	0	0
up_Q328R1_Q328R1_SHIDS	3	0	0
up_Q328X3_Q328X3_SHIDS	2	0	0
up_Q328X6_Q328X6_SHIDS	2	0	0
up_Q329J2_Q329J2_SHIDS	2	0	0
up_Q329L8_Q329L8_SHIDS	2	0	0
up_Q329R8_Q329R8_SHIDS	3	1	0
up_Q329V1_Q329V1_SHIDS	3	1	0
up_Q329V3_ILVC_SHIDS	2	0	0
up_Q329V8_RHLB_SHIDS	2	0	0
up_Q329Y0_Q329Y0_SHIDS	2	0	0
